algorithm,suite,environment,single_obj,hpo,rpo,optimisation_seed,evaluation_seed,final_mean_return,final_std_return,def_rew_mean_return,def_rew_std_return,config
ppo,brax,humanoid,True,dehb,base,1,13,4557.8720703125,0.4142418024993673,10475.3583984375,0.2239222058356446,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.25, 'ctrl_cost_weight': 0.1, 'healthy_reward': 5.0}, 'model_kwargs': {'seed': 13, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9675627314080385, 'gae_lambda': 0.8488423754990224, 'learning_rate': 0.00041897359160520976, 'entropy_cost': 0.006604792691781755, 'vf_cost': 0.46093699060973886, 'clipping_epsilon': 0.3298684898901274, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,base,1,12,4339.81591796875,0.24142507052813,10271.578125,0.1089687663349431,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.25, 'ctrl_cost_weight': 0.1, 'healthy_reward': 5.0}, 'model_kwargs': {'seed': 12, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9675627314080385, 'gae_lambda': 0.8488423754990224, 'learning_rate': 0.00041897359160520976, 'entropy_cost': 0.006604792691781755, 'vf_cost': 0.46093699060973886, 'clipping_epsilon': 0.3298684898901274, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,base,1,11,4706.18603515625,0.1812693598365536,10702.408203125,0.1062000422034422,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.25, 'ctrl_cost_weight': 0.1, 'healthy_reward': 5.0}, 'model_kwargs': {'seed': 11, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9675627314080385, 'gae_lambda': 0.8488423754990224, 'learning_rate': 0.00041897359160520976, 'entropy_cost': 0.006604792691781755, 'vf_cost': 0.46093699060973886, 'clipping_epsilon': 0.3298684898901274, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,5,20,5159.79541015625,0.4495100332763618,11324.2392578125,0.2356910966485831,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 6.751672391713447, 'ctrl_cost_weight': 0.7425215872259745, 'healthy_reward': 7.444457932660336}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9685041211393427, 'gae_lambda': 0.9868187006615984, 'learning_rate': 0.0003034995303631359, 'entropy_cost': 0.00873935048248857, 'vf_cost': 0.46159934038220013, 'clipping_epsilon': 0.3465029048586351, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,5,19,7144.7255859375,0.7556924153853661,13772.0478515625,0.3351265273183759,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 6.751672391713447, 'ctrl_cost_weight': 0.7425215872259745, 'healthy_reward': 7.444457932660336}, 'model_kwargs': {'seed': 19, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9685041211393427, 'gae_lambda': 0.9868187006615984, 'learning_rate': 0.0003034995303631359, 'entropy_cost': 0.00873935048248857, 'vf_cost': 0.46159934038220013, 'clipping_epsilon': 0.3465029048586351, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,5,18,5365.9072265625,0.6807209652812015,11517.37109375,4.6186692731800845,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 6.751672391713447, 'ctrl_cost_weight': 0.7425215872259745, 'healthy_reward': 7.444457932660336}, 'model_kwargs': {'seed': 18, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9685041211393427, 'gae_lambda': 0.9868187006615984, 'learning_rate': 0.0003034995303631359, 'entropy_cost': 0.00873935048248857, 'vf_cost': 0.46159934038220013, 'clipping_epsilon': 0.3465029048586351, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,5,17,5352.37109375,0.3761560981296986,11579.75390625,0.2348999174521499,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 6.751672391713447, 'ctrl_cost_weight': 0.7425215872259745, 'healthy_reward': 7.444457932660336}, 'model_kwargs': {'seed': 17, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9685041211393427, 'gae_lambda': 0.9868187006615984, 'learning_rate': 0.0003034995303631359, 'entropy_cost': 0.00873935048248857, 'vf_cost': 0.46159934038220013, 'clipping_epsilon': 0.3465029048586351, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,5,16,5583.318359375,0.6563222694627096,11828.328125,3.4529596606167923,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 6.751672391713447, 'ctrl_cost_weight': 0.7425215872259745, 'healthy_reward': 7.444457932660336}, 'model_kwargs': {'seed': 16, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9685041211393427, 'gae_lambda': 0.9868187006615984, 'learning_rate': 0.0003034995303631359, 'entropy_cost': 0.00873935048248857, 'vf_cost': 0.46159934038220013, 'clipping_epsilon': 0.3465029048586351, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,5,15,5366.607421875,0.2558619567018797,11586.9619140625,0.1343686095791724,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 6.751672391713447, 'ctrl_cost_weight': 0.7425215872259745, 'healthy_reward': 7.444457932660336}, 'model_kwargs': {'seed': 15, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9685041211393427, 'gae_lambda': 0.9868187006615984, 'learning_rate': 0.0003034995303631359, 'entropy_cost': 0.00873935048248857, 'vf_cost': 0.46159934038220013, 'clipping_epsilon': 0.3465029048586351, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,5,14,5279.517578125,0.5009486111475917,11456.78515625,0.2425233854484003,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 6.751672391713447, 'ctrl_cost_weight': 0.7425215872259745, 'healthy_reward': 7.444457932660336}, 'model_kwargs': {'seed': 14, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9685041211393427, 'gae_lambda': 0.9868187006615984, 'learning_rate': 0.0003034995303631359, 'entropy_cost': 0.00873935048248857, 'vf_cost': 0.46159934038220013, 'clipping_epsilon': 0.3465029048586351, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,4,16,4982.60986328125,10.01646841039416,10827.0283203125,11.318077895154785,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 8.571967489168271, 'ctrl_cost_weight': 0.4225032628448212, 'healthy_reward': 2.9935909045300613}, 'model_kwargs': {'seed': 16, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9808688556231412, 'gae_lambda': 0.9615081765300204, 'learning_rate': 0.0002719518086936779, 'entropy_cost': 0.009408437871228116, 'vf_cost': 0.44263415315203164, 'clipping_epsilon': 0.33996112473720896, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,5,12,5499.2373046875,5.757368542228601,11698.068359375,6.293861783738,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 6.751672391713447, 'ctrl_cost_weight': 0.7425215872259745, 'healthy_reward': 7.444457932660336}, 'model_kwargs': {'seed': 12, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9685041211393427, 'gae_lambda': 0.9868187006615984, 'learning_rate': 0.0003034995303631359, 'entropy_cost': 0.00873935048248857, 'vf_cost': 0.46159934038220013, 'clipping_epsilon': 0.3465029048586351, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,4,17,5344.9384765625,0.3180087788749285,11469.22265625,0.1468404763461723,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 8.571967489168271, 'ctrl_cost_weight': 0.4225032628448212, 'healthy_reward': 2.9935909045300613}, 'model_kwargs': {'seed': 17, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9808688556231412, 'gae_lambda': 0.9615081765300204, 'learning_rate': 0.0002719518086936779, 'entropy_cost': 0.009408437871228116, 'vf_cost': 0.44263415315203164, 'clipping_epsilon': 0.33996112473720896, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,5,12,5499.2373046875,5.757368542228601,11698.068359375,6.293861783738,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 6.751672391713447, 'ctrl_cost_weight': 0.7425215872259745, 'healthy_reward': 7.444457932660336}, 'model_kwargs': {'seed': 12, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9685041211393427, 'gae_lambda': 0.9868187006615984, 'learning_rate': 0.0003034995303631359, 'entropy_cost': 0.00873935048248857, 'vf_cost': 0.46159934038220013, 'clipping_epsilon': 0.3465029048586351, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,5,11,5608.56591796875,0.4510873940687649,11890.890625,0.2229385280034808,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 6.751672391713447, 'ctrl_cost_weight': 0.7425215872259745, 'healthy_reward': 7.444457932660336}, 'model_kwargs': {'seed': 11, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9685041211393427, 'gae_lambda': 0.9868187006615984, 'learning_rate': 0.0003034995303631359, 'entropy_cost': 0.00873935048248857, 'vf_cost': 0.46159934038220013, 'clipping_epsilon': 0.3465029048586351, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,4,19,6530.09765625,5.154297932350504,12974.7861328125,0.7223416947277777,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 8.571967489168271, 'ctrl_cost_weight': 0.4225032628448212, 'healthy_reward': 2.9935909045300613}, 'model_kwargs': {'seed': 19, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9808688556231412, 'gae_lambda': 0.9615081765300204, 'learning_rate': 0.0002719518086936779, 'entropy_cost': 0.009408437871228116, 'vf_cost': 0.44263415315203164, 'clipping_epsilon': 0.33996112473720896, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,4,18,5173.54296875,0.5530619916197722,11118.447265625,6.824754244292416,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 8.571967489168271, 'ctrl_cost_weight': 0.4225032628448212, 'healthy_reward': 2.9935909045300613}, 'model_kwargs': {'seed': 18, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9808688556231412, 'gae_lambda': 0.9615081765300204, 'learning_rate': 0.0002719518086936779, 'entropy_cost': 0.009408437871228116, 'vf_cost': 0.44263415315203164, 'clipping_epsilon': 0.33996112473720896, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,4,20,5833.9169921875,16.704494912981083,11841.775390625,17.868975186991104,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 8.571967489168271, 'ctrl_cost_weight': 0.4225032628448212, 'healthy_reward': 2.9935909045300613}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9808688556231412, 'gae_lambda': 0.9615081765300204, 'learning_rate': 0.0002719518086936779, 'entropy_cost': 0.009408437871228116, 'vf_cost': 0.44263415315203164, 'clipping_epsilon': 0.33996112473720896, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,4,14,5694.8876953125,24.308918360680195,11547.43359375,25.256789421215416,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 8.571967489168271, 'ctrl_cost_weight': 0.4225032628448212, 'healthy_reward': 2.9935909045300613}, 'model_kwargs': {'seed': 14, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9808688556231412, 'gae_lambda': 0.9615081765300204, 'learning_rate': 0.0002719518086936779, 'entropy_cost': 0.009408437871228116, 'vf_cost': 0.44263415315203164, 'clipping_epsilon': 0.33996112473720896, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,4,15,5627.9677734375,0.5396138096041863,11650.16796875,11.284588045773214,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 8.571967489168271, 'ctrl_cost_weight': 0.4225032628448212, 'healthy_reward': 2.9935909045300613}, 'model_kwargs': {'seed': 15, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9808688556231412, 'gae_lambda': 0.9615081765300204, 'learning_rate': 0.0002719518086936779, 'entropy_cost': 0.009408437871228116, 'vf_cost': 0.44263415315203164, 'clipping_epsilon': 0.33996112473720896, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,4,12,5781.1591796875,0.7933603570545957,11965.234375,5.497724425418694,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 8.571967489168271, 'ctrl_cost_weight': 0.4225032628448212, 'healthy_reward': 2.9935909045300613}, 'model_kwargs': {'seed': 12, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9808688556231412, 'gae_lambda': 0.9615081765300204, 'learning_rate': 0.0002719518086936779, 'entropy_cost': 0.009408437871228116, 'vf_cost': 0.44263415315203164, 'clipping_epsilon': 0.33996112473720896, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,4,11,5231.93603515625,18.744717104658378,11093.466796875,19.60963792209484,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 8.571967489168271, 'ctrl_cost_weight': 0.4225032628448212, 'healthy_reward': 2.9935909045300613}, 'model_kwargs': {'seed': 11, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9808688556231412, 'gae_lambda': 0.9615081765300204, 'learning_rate': 0.0002719518086936779, 'entropy_cost': 0.009408437871228116, 'vf_cost': 0.44263415315203164, 'clipping_epsilon': 0.33996112473720896, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,4,13,5819.57568359375,11.462042468295692,12178.076171875,0.4536125001002378,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 8.571967489168271, 'ctrl_cost_weight': 0.4225032628448212, 'healthy_reward': 2.9935909045300613}, 'model_kwargs': {'seed': 13, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9808688556231412, 'gae_lambda': 0.9615081765300204, 'learning_rate': 0.0002719518086936779, 'entropy_cost': 0.009408437871228116, 'vf_cost': 0.44263415315203164, 'clipping_epsilon': 0.33996112473720896, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,1,19,6708.765625,6.938400811758637,13260.568359375,0.5116458302678981,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 7.777518987353911, 'ctrl_cost_weight': 0.7580124691117984, 'healthy_reward': 5.492125569884312}, 'model_kwargs': {'seed': 19, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9754431523890059, 'gae_lambda': 0.939838278828032, 'learning_rate': 0.0002045094192227083, 'entropy_cost': 0.01571489119023839, 'vf_cost': 0.35290947114148796, 'clipping_epsilon': 0.18375566741821608, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,1,20,5424.4814453125,7.877156474130141,11203.11328125,15.321845263436469,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 7.777518987353911, 'ctrl_cost_weight': 0.7580124691117984, 'healthy_reward': 5.492125569884312}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9754431523890059, 'gae_lambda': 0.939838278828032, 'learning_rate': 0.0002045094192227083, 'entropy_cost': 0.01571489119023839, 'vf_cost': 0.35290947114148796, 'clipping_epsilon': 0.18375566741821608, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,1,18,4857.93310546875,14.472421328394567,10647.5693359375,16.459950054622023,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 7.777518987353911, 'ctrl_cost_weight': 0.7580124691117984, 'healthy_reward': 5.492125569884312}, 'model_kwargs': {'seed': 18, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9754431523890059, 'gae_lambda': 0.939838278828032, 'learning_rate': 0.0002045094192227083, 'entropy_cost': 0.01571489119023839, 'vf_cost': 0.35290947114148796, 'clipping_epsilon': 0.18375566741821608, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,1,17,5265.15966796875,0.3582918022846418,11396.732421875,0.2042886294773447,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 7.777518987353911, 'ctrl_cost_weight': 0.7580124691117984, 'healthy_reward': 5.492125569884312}, 'model_kwargs': {'seed': 17, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9754431523890059, 'gae_lambda': 0.939838278828032, 'learning_rate': 0.0002045094192227083, 'entropy_cost': 0.01571489119023839, 'vf_cost': 0.35290947114148796, 'clipping_epsilon': 0.18375566741821608, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
ppo,brax,humanoid,True,dehb,dehb,1,16,5169.5732421875,0.2226274152967531,11277.3505859375,0.1053027770966236,"{'agent_class': 'PPO', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 50000000, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 7.777518987353911, 'ctrl_cost_weight': 0.7580124691117984, 'healthy_reward': 5.492125569884312}, 'model_kwargs': {'seed': 16, 'num_evals': 10, 'episode_length': 1000, 'reward_scaling': 1.0, 'normalize_observations': True, 'action_repeat': 1, 'unroll_length': 10, 'num_minibatches': 32, 'num_updates_per_batch': 8, 'discounting': 0.9754431523890059, 'gae_lambda': 0.939838278828032, 'learning_rate': 0.0002045094192227083, 'entropy_cost': 0.01571489119023839, 'vf_cost': 0.35290947114148796, 'clipping_epsilon': 0.18375566741821608, 'num_envs': 2048, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}"
