algorithm,suite,environment,single_obj,hpo_x,rpo,rpo,optimisation_seed,hpo_y,rpo,rpo,final_config,incumbent_performance
sac,brax,ant,True,dehb,base,base,4,dehb,base,base,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0, 'reward_scaling': 5.0}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.9754340668199639, 'tau': 0.0018890557987006431, 'learning_rate': 0.00028330859232148886, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}","[3691.331787109375, 5742.06787109375, 7010.53369140625, 7010.53369140625, 7010.53369140625, 7702.6953125, 7702.6953125, 7702.6953125, 7702.6953125, 7702.6953125, 7702.6953125, 8020.18212890625, 8020.18212890625, 8020.18212890625, 8020.18212890625, 8020.18212890625, 8020.18212890625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8093.20166015625, 8230.73046875, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8367.3740234375, 8395.26171875, 8395.26171875, 8395.26171875, 8466.35546875, 8466.35546875, 8466.35546875, 8466.35546875, 8466.35546875, 8466.35546875, 8466.35546875, 8466.35546875, 8466.35546875, 8466.35546875]"
sac,brax,ant,True,dehb,base,base,1,dehb,base,base,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0, 'reward_scaling': 5.0}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.9806655631849037, 'tau': 0.002383878913084105, 'learning_rate': 0.0008715151985833429, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}","[5518.19140625, 6720.44140625, 7888.22705078125, 7888.22705078125, 8147.64697265625, 8147.64697265625, 8147.64697265625, 8147.64697265625, 8147.64697265625, 8147.64697265625, 8147.64697265625, 8344.3271484375, 8344.3271484375, 8344.3271484375, 8344.3271484375, 8344.3271484375, 8344.3271484375, 8344.3271484375, 8344.3271484375, 8344.3271484375, 8344.3271484375, 8344.3271484375, 8344.3271484375, 8344.3271484375, 8344.3271484375, 8344.3271484375, 8344.3271484375, 8344.3271484375, 8344.3271484375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375, 8474.5458984375]"
sac,brax,ant,True,dehb,base,base,3,dehb,base,base,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0, 'reward_scaling': 5.0}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.9698071815749748, 'tau': 0.002568798750645033, 'learning_rate': 0.0003894006631165179, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}","[6266.28515625, 7206.529296875, 7485.16943359375, 7485.16943359375, 7485.16943359375, 7685.75244140625, 7685.75244140625, 7685.75244140625, 7685.75244140625, 7685.75244140625, 7685.75244140625, 8145.787109375, 8145.787109375, 8145.787109375, 8145.787109375, 8145.787109375, 8145.787109375, 8145.787109375, 8145.787109375, 8145.787109375, 8145.787109375, 8145.787109375, 8145.787109375, 8145.787109375, 8145.787109375, 8145.787109375, 8346.5634765625, 8346.5634765625, 8346.5634765625, 8346.5634765625, 8346.5634765625, 8346.5634765625, 8346.5634765625, 8346.5634765625, 8346.5634765625, 8346.5634765625, 8346.5634765625, 8346.5634765625, 8346.5634765625, 8346.5634765625, 8346.5634765625, 8346.5634765625, 8346.5634765625, 8346.5634765625, 8346.5634765625, 8346.5634765625, 8346.5634765625, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375, 8411.037109375]"
sac,brax,ant,True,dehb,base,base,2,dehb,base,base,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 1, 'stability_weight': 0, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.0, 'ctrl_cost_weight': 0.5, 'healthy_reward': 1.0, 'reward_scaling': 5.0}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.9739803205897166, 'tau': 0.025334168369337114, 'learning_rate': 0.000288386486911907, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}","[5829.25537109375, 7229.78369140625, 7855.638671875, 7855.638671875, 7916.22509765625, 8006.00537109375, 8006.00537109375, 8006.00537109375, 8006.00537109375, 8006.00537109375, 8049.93359375, 8158.7421875, 8158.7421875, 8158.7421875, 8158.7421875, 8158.7421875, 8158.7421875, 8184.28369140625, 8184.28369140625, 8184.28369140625, 8184.28369140625, 8184.28369140625, 8184.28369140625, 8184.28369140625, 8184.28369140625, 8184.28369140625, 8184.28369140625, 8184.28369140625, 8184.28369140625, 8184.28369140625, 8184.28369140625, 8184.28369140625, 8184.28369140625, 8184.28369140625, 8184.28369140625, 8258.4775390625, 8258.4775390625, 8258.4775390625, 8258.4775390625, 8258.4775390625, 8258.4775390625, 8258.4775390625, 8258.4775390625, 8258.4775390625, 8258.4775390625, 8258.4775390625, 8258.4775390625, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8350.2138671875, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375, 8405.2021484375]"
sac,brax,ant,False,base,dehb,dehb,2,base,dehb,dehb,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 0.5269662163391994, 'ctrl_cost_weight': 0.9416642747267792, 'healthy_reward': 1.0313695089340216, 'reward_scaling': 9.184586465896006}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}","[1742.9600830078125, 2239.943359375, 2966.633544921875, 2966.633544921875, 2966.633544921875, 2966.633544921875, 2966.633544921875, 2966.633544921875, 2966.633544921875, 2966.633544921875, 2966.633544921875, 3002.1083984375, 3002.1083984375, 3002.1083984375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3170.912109375, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875, 3316.432373046875]"
sac,brax,ant,False,base,dehb,dehb,5,base,dehb,dehb,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.95951667268109, 'ctrl_cost_weight': 0.1813814998418759, 'healthy_reward': 0.3591018274770343, 'reward_scaling': 7.347070598081905}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}","[1799.6253662109375, 2504.840087890625, 2741.556640625, 2741.556640625, 2741.556640625, 2935.323486328125, 2935.323486328125, 2935.323486328125, 2935.323486328125, 2935.323486328125, 2959.337890625, 3099.29296875, 3099.29296875, 3099.29296875, 3099.29296875, 3099.29296875, 3099.29296875, 3113.462890625, 3113.462890625, 3113.462890625, 3113.462890625, 3113.462890625, 3113.462890625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625, 3279.2666015625]"
sac,brax,ant,False,base,dehb,dehb,4,base,dehb,dehb,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.6941502835622382, 'ctrl_cost_weight': 0.3171035303239792, 'healthy_reward': 0.48874618611378307, 'reward_scaling': 3.510875368777176}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}","[1503.9827880859375, 2505.683837890625, 2674.234130859375, 2674.234130859375, 2674.234130859375, 2842.38671875, 2842.38671875, 2842.38671875, 2842.38671875, 2842.38671875, 2842.38671875, 3012.275146484375, 3012.275146484375, 3012.275146484375, 3012.275146484375, 3012.275146484375, 3012.275146484375, 3012.275146484375, 3012.275146484375, 3012.275146484375, 3012.275146484375, 3012.275146484375, 3012.275146484375, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3167.501953125, 3207.13671875, 3207.13671875, 3207.13671875, 3207.13671875, 3207.13671875, 3207.13671875, 3207.13671875]"
sac,brax,ant,False,base,dehb,dehb,3,base,dehb,dehb,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.9272988830669928, 'ctrl_cost_weight': 0.27792772181270864, 'healthy_reward': 0.29477339512029876, 'reward_scaling': 4.305149303679166}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}","[1493.8983154296875, 2195.609619140625, 2739.170654296875, 2739.170654296875, 2739.170654296875, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375, 3201.275146484375]"
sac,brax,ant,False,base,dehb,dehb,1,base,dehb,dehb,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.9562100751006333, 'ctrl_cost_weight': 0.3900379839553272, 'healthy_reward': 0.15375194094403954, 'reward_scaling': 7.704412936658685}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.95, 'tau': 0.005, 'learning_rate': 0.0003, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 512, 'num_eval_envs': 128, 'deterministic_eval': True}}","[2054.994140625, 2118.1240234375, 2238.593994140625, 2238.593994140625, 2238.593994140625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3108.801025390625, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3117.542724609375, 3198.921630859375, 3198.921630859375, 3372.914794921875, 3372.914794921875, 3372.914794921875, 3372.914794921875, 3372.914794921875, 3372.914794921875, 3372.914794921875, 3372.914794921875, 3372.914794921875, 3372.914794921875, 3372.914794921875, 3372.914794921875, 3372.914794921875, 3372.914794921875, 3372.914794921875, 3372.914794921875, 3372.914794921875, 3372.914794921875, 3372.914794921875, 3372.914794921875]"
sac,brax,ant,False,dehb,dehb,dehb,5,dehb,dehb,dehb,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 2.1739506508826856, 'ctrl_cost_weight': 0.16587258022673362, 'healthy_reward': 0.16017676889058122, 'reward_scaling': 8.288607669864007}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.9645683961092543, 'tau': 0.0019287700109181787, 'learning_rate': 0.0001528897323203549, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 256, 'num_eval_envs': 128, 'deterministic_eval': True}}","[1437.5716552734375, 2237.017578125, 2779.084716796875, 2779.084716796875, 2822.313232421875, 3163.175048828125, 3163.175048828125, 3163.175048828125, 3163.175048828125, 3163.175048828125, 3163.175048828125, 3328.414794921875, 3328.414794921875, 3328.414794921875, 3328.414794921875, 3328.414794921875, 3328.414794921875, 3328.414794921875, 3328.414794921875, 3328.414794921875, 3328.414794921875, 3328.414794921875, 3328.414794921875, 3328.414794921875, 3328.414794921875, 3328.414794921875, 3328.414794921875, 3328.414794921875, 3359.842529296875, 3359.842529296875, 3359.842529296875, 3359.842529296875, 3359.842529296875, 3359.842529296875, 3359.842529296875, 3359.842529296875, 3359.842529296875, 3359.842529296875, 3359.842529296875, 3359.842529296875, 3359.842529296875, 3483.153076171875, 3483.153076171875, 3483.153076171875, 3483.153076171875, 3483.153076171875, 3483.153076171875, 3483.153076171875, 3483.153076171875, 3483.153076171875, 3483.153076171875, 3483.153076171875, 3483.153076171875, 3483.153076171875, 3483.153076171875, 3483.153076171875, 3483.153076171875, 3483.153076171875, 3483.153076171875, 3483.153076171875, 3483.153076171875]"
sac,brax,ant,False,dehb,dehb,dehb,4,dehb,dehb,dehb,"{'agent_class': 'SAC', 'eval': True, 'return_weight': 0.5, 'stability_weight': 0.5, 'num_timesteps': 5242880, 'policy_model': 'MlpPolicy', 'backend': 'generalized', 'reward_shape': {'forward_reward_weight': 1.517168984662889, 'ctrl_cost_weight': 0.2044169019468187, 'healthy_reward': 0.7784141133902922, 'reward_scaling': 3.353941790234999}, 'model_kwargs': {'seed': 20, 'num_evals': 10, 'episode_length': 1000, 'normalize_observations': True, 'action_repeat': 1, 'discounting': 0.9829179475546226, 'tau': 0.0028243746106522303, 'learning_rate': 0.0001302728906279206, 'num_envs': 256, 'min_replay_size': 8192, 'max_replay_size': 1038576, 'grad_updates_per_step': 64, 'batch_size': 1024, 'num_eval_envs': 128, 'deterministic_eval': True}}","[1321.25, 1951.6939697265625, 2507.84716796875, 2507.84716796875, 2507.84716796875, 2549.096435546875, 2549.096435546875, 2549.096435546875, 2549.096435546875, 2549.096435546875, 2549.096435546875, 2549.096435546875, 2549.096435546875, 2549.096435546875, 2549.096435546875, 2549.096435546875, 2950.412109375, 2950.412109375, 2950.412109375, 2950.412109375, 2950.412109375, 2950.412109375, 2950.412109375, 3098.504638671875, 3098.504638671875, 3098.504638671875, 3098.504638671875, 3098.504638671875, 3098.504638671875, 3177.174560546875, 3177.174560546875, 3177.174560546875, 3177.174560546875, 3177.174560546875, 3177.174560546875, 3177.174560546875, 3177.174560546875, 3177.174560546875, 3177.174560546875, 3177.174560546875, 3177.174560546875, 3177.174560546875, 3177.174560546875, 3177.174560546875, 3177.174560546875, 3177.174560546875, 3177.174560546875, 3177.174560546875, 3177.174560546875, 3177.174560546875, 3222.01953125, 3222.01953125, 3222.01953125, 3222.01953125, 3222.01953125, 3222.01953125, 3222.01953125, 3222.01953125, 3326.863037109375, 3326.863037109375, 3326.863037109375]"
